index,memory_address,rodata_offset,capacity_bytes,classification,original,translation,status,notes
280,0x006180B4,0x001C30B4,27,text,カノンに話を聞こう,카논에게 물어보자,needs_review,
281,0x006180D0,0x001C30D0,27,text,ネイについていこう,네이를 따라가자,needs_review,
282,0x006180EC,0x001C30EC,24,text,ダメ、ゼッタイ！,"안 돼, 절대로！",needs_review,
283,0x00618105,0x001C3105,30,text,どう考えてもダメだろ,아무리 생각해도 안 돼,needs_review,
284,0x00618124,0x001C3124,27,text,自分にも作れそうだ,나도 만들 수 있겠어,needs_review,
285,0x00618140,0x001C3140,48,text,貴方を政権の座からズリ降ろす法律,당신을 권좌에서 끌어내릴 법률,needs_review,
286,0x00618171,0x001C3171,36,text,貴方の服をズリ降ろす法律,당신의 옷을 벗길 법률,needs_review,
287,0x00618196,0x001C3196,18,text,だから面白い,그래서재밌어,needs_review,compacted:spaces_removed
288,0x006181A9,0x001C31A9,27,text,もちろん本気です！,물론 진심입니다！,needs_review,
289,0x006181C5,0x001C31C5,21,text,それはロマン！,그건로망이지！,needs_review,
290,0x006181DB,0x001C31DB,27,text,イオンの方が見たい,이온 쪽을 보고 싶어,needs_review,
291,0x006181F7,0x001C31F7,24,text,様子を見てみよう,상황을 지켜보자,needs_review,
292,0x00618210,0x001C3210,27,text,聞きに行ってみよう,물어보러 가자,needs_review,
293,0x0061822C,0x001C322C,33,text,ここで法律を作ってる？,여기서 법을 만드나？,needs_review,
294,0x0061824E,0x001C324E,12,text,傍観する,방관한다,needs_review,
295,0x0061825B,0x001C325B,42,text,過去の法案の提供者が知りたい,과거 법안의 제공자가 궁금해,needs_review,
296,0x00618286,0x001C3286,15,text,何でもない,별거아님,needs_review,compacted:word_abbreviation
297,0x00618296,0x001C3296,33,text,そんな事言える立場か？,그렇게 말할 처지야？,needs_review,
298,0x006182B8,0x001C32B8,6,text,ネイ,네이,needs_review,
299,0x006182BF,0x001C32BF,9,text,デルタ,델타,needs_review,
300,0x006182C9,0x001C32C9,9,text,キャス,캐스,needs_review,
301,0x006182D3,0x001C32D3,27,text,やった！　賞品は？,해냈다！ 상품은？,needs_review,
302,0x006182EF,0x001C32EF,42,text,何とでも言え。イオンが正しい,마음대로 생각해. 이온이 맞아.,needs_review,
303,0x0061831A,0x001C331A,36,text,自分もイオンには失望した,나도 이온에게 실망했어.,needs_review,
304,0x0061833F,0x001C333F,27,text,カノン大丈夫かな？,"카논, 괜찮을까？",needs_review,
305,0x0061835B,0x001C335B,36,text,イオンってもしかしてＳ？,이온 혹시 Ｓ 아냐？,needs_review,
306,0x00618380,0x001C3380,45,text,自分で考えても失敗ばかりだった,스스로 생각해도 실패뿐이었어,needs_review,
307,0x006183AE,0x001C33AE,51,text,何一つ自分で考えたことなど無かった,스스로 생각한 적이 없었어,needs_review,
308,0x006183E2,0x001C33E2,24,text,多分コーザルだよ,아마 코잘일 거야,needs_review,
309,0x006183FB,0x001C33FB,24,text,きっとカノンだよ,분명 카논일 거야,needs_review,
310,0x00618414,0x001C3414,24,text,恐らくイオンだよ,아마 이온이겠지,needs_review,
311,0x0061842D,0x001C342D,27,text,だめだ、わからない,"안 되겠어, 모르겠다",needs_review,
312,0x00618449,0x001C3449,33,text,イオンはカノン想いだね,이온은 카논을 생각하네,needs_review,
313,0x0061846B,0x001C346B,27,text,意味が分かりません,모르겠어요,needs_review,
314,0x00618487,0x001C3487,21,text,哲学的ですね！,철학적이네요！,needs_review,
315,0x0061849D,0x001C349D,15,text,どうする？,어떡할래？,needs_review,
316,0x006184AD,0x001C34AD,9,text,やる！,한다！,needs_review,
317,0x006184B7,0x001C34B7,12,text,やらない,안 해,needs_review,
318,0x006184C4,0x001C34C4,24,text,ガシャコロを回す,가챠 돌리기,needs_review,
319,0x006184DD,0x001C34DD,27,text,やっぱやめます……,역시 안 할래요……,needs_review,
320,0x006184F9,0x001C34F9,18,text,初めて知った,처음 알았어,needs_review,
321,0x0061850C,0x001C350C,12,text,興味ない,관심없어,needs_review,compacted:spaces_removed
322,0x00618519,0x001C3519,15,text,わかった！,알았어！,needs_review,
323,0x00618529,0x001C3529,18,text,全然わからん,전혀모르겠어,needs_review,compacted:spaces_removed
324,0x0061853C,0x001C353C,21,text,いいね、それ！,그거 좋다！,needs_review,
325,0x00618552,0x001C3552,39,text,それより、けもけもって何？,"그보다, 케모케모가 뭐야？",needs_review,
326,0x0061857A,0x001C357A,15,text,萌える！！,심쿵해！！,needs_review,
327,0x0061858A,0x001C358A,12,text,え……？,에……？,needs_review,
328,0x00618597,0x001C3597,36,text,ねりこさんが名付けたの？,네리코 씨가 지은 거야？,needs_review,
329,0x006185BC,0x001C35BC,18,text,是非教えて！,꼭 알려줘！,needs_review,
330,0x006185CF,0x001C35CF,27,text,部屋にやられたの？,방이 당한 거야？,needs_review,
331,0x006185EB,0x001C35EB,36,text,シャールの巣が？　なぜ？,샤르의 둥지가？ 왜？,needs_review,
332,0x00618610,0x001C3610,42,text,でも、沢山の人が犠牲になった,하지만 많은 사람이 희생됐어,needs_review,
333,0x0061863B,0x001C363B,30,text,ここは何の部屋なの？,여긴 무슨 방이야？,needs_review,
334,0x0061865A,0x001C365A,42,text,お陰で沢山の人が犠牲になった,덕분에 많은 사람이 희생됐어,needs_review,
335,0x00618685,0x001C3685,21,text,その通りです！,맞아요！,needs_review,
336,0x0061869B,0x001C369B,18,text,興味ないです,관심 없어요,needs_review,
337,0x006186AE,0x001C36AE,30,text,ねりこさん、諦めなよ,"네리코 씨, 포기해.",needs_review,
338,0x006186CD,0x001C36CD,45,text,イオンの代わりに自分が暮らすよ,이온 대신 내가 살게 될 거야.,needs_review,
339,0x006186FB,0x001C36FB,18,text,特に用は無い,별일 없어,needs_review,
340,0x0061870E,0x001C370E,42,text,ごめんなさい、忘れてください,"미안해요, 잊어주세요.",needs_review,
341,0x00618739,0x001C3739,33,text,イオンの体験、面白そう,"이온의 체험, 재밌겠는데",needs_review,
342,0x0061875B,0x001C375B,27,text,こじつけくさいよ？,억지스럽잖아？,needs_review,
343,0x00618777,0x001C3777,12,text,もちろん,물론이지,needs_review,
344,0x00618784,0x001C3784,51,text,なんか繋がったぞ。だれかいるのか？,뭔가 연결됐어. 누구 있어？,needs_review,
345,0x006187B8,0x001C37B8,18,text,あなたは誰？,누구세요？,needs_review,
346,0x006187CB,0x001C37CB,30,text,何して働いているの？,무슨 일을 해？,needs_review,
347,0x006187EA,0x001C37EA,21,text,材料を確認する,재료 확인,needs_review,
348,0x00618800,0x001C3800,57,text,とうだいもりってイオンの事じゃないの？,토다이모리는 이온을 말하는 거 아냐？,needs_review,
349,0x0061883A,0x001C383A,15,text,テロルの実,테롤의 실,needs_review,
350,0x0061884A,0x001C384A,12,text,とりにく,닭고기,needs_review,
351,0x00618857,0x001C3857,6,text,帰る,귀가,needs_review,
352,0x0061885E,0x001C385E,39,text,とりにくがガシャコロに！？,닭고기가 가샤코로에！？,needs_review,
353,0x00618886,0x001C3886,12,text,お代は？,값은？,needs_review,
354,0x00618893,0x001C3893,36,text,材料アイテムを探してみる,재료 아이템을 찾아본다,needs_review,
355,0x006188B8,0x001C38B8,33,text,ガシャコロを探してみる,가샤폰을 찾아본다,needs_review,
356,0x006188DA,0x001C38DA,15,text,回してみる,돌려본다,needs_review,
357,0x006188EA,0x001C38EA,39,text,『伝説のコッペパン』を作る,『전설의 코페빵』 만들기,needs_review,
358,0x00618912,0x001C3912,15,text,おかえり！,어서 와！,needs_review,
359,0x00618922,0x001C3922,30,text,随分ご無沙汰だったね,정말 오랜만이네,needs_review,
360,0x00618941,0x001C3941,36,text,ねりこさん、今日は何か？,"네리코 씨, 오늘은 뭐야？",needs_review,
361,0x00618966,0x001C3966,39,text,伝説のコッペパンができた！,전설의 코페빵 완성！,needs_review,
362,0x0061898E,0x001C398E,30,text,学校の給食を思い出す,학교 급식이 생각나네,needs_review,
363,0x006189AD,0x001C39AD,21,text,食べていいの？,먹어도 돼？,needs_review,
364,0x006189C3,0x001C39C3,24,text,デートしたいの？,데이트하고싶어？,needs_review,
365,0x006189DC,0x001C39DC,21,text,いいよ、行こう,"좋아, 가자",needs_review,
366,0x006189F2,0x001C39F2,21,text,イオンかわいい,이온 귀여워,needs_review,
367,0x00618A08,0x001C3A08,33,text,学校といえば制服でしょ,학교 하면 교복이지,needs_review,
368,0x00618A2A,0x001C3A2A,36,text,勉強の思い出ばっかりかな,공부한 기억뿐인가,needs_review,
369,0x00618A4F,0x001C3A4F,36,text,友達とバカやったことかな,친구와 바보짓 했던 거?,needs_review,
370,0x00618A74,0x001C3A74,30,text,いじめられたことかな,괴롭힘당했던 거?,needs_review,
371,0x00618A93,0x001C3A93,30,text,恋人ができたことかな,애인이 생긴 거?,needs_review,
372,0x00618AB2,0x001C3AB2,27,text,そういうの初めてだ,그런 건 처음이야,needs_review,
373,0x00618ACE,0x001C3ACE,18,text,前にやったな,전에 했었지,needs_review,
374,0x00618AE1,0x001C3AE1,24,text,制服だやったー！,"교복이다, 신난다!",needs_review,
375,0x00618AFA,0x001C3AFA,27,text,お弁当おいしそう！,도시락 맛있겠다！,needs_review,
376,0x00618B16,0x001C3B16,39,text,ずっとここでのんびりしたい,계속 쉬고 싶어,needs_review,
377,0x00618B3E,0x001C3B3E,30,text,それこそねりこの罠だ,네리코의 함정이야,needs_review,
378,0x00618B5D,0x001C3B5D,33,text,イオンが待ち遠しかった,이온이 너무 기다려졌어,needs_review,
379,0x00618B7F,0x001C3B7F,36,text,ねりこさんが変な人だった,네리코 씨는이상한사람,needs_review,compacted:word_abbreviation
380,0x00618BA4,0x001C3BA4,51,text,ガシャコロで採取するのが衝撃だった,가샤폰으로 채집하는 게 충격이었어,needs_review,
381,0x00618BD8,0x001C3BD8,39,text,イオンの世界ってどこなの？,이온의 세계는 어디야？,needs_review,
382,0x00618C00,0x001C3C00,39,text,学校の記憶はラシェーラの？,학교 기억은 라셸라 거야？,needs_review,
383,0x00618C28,0x001C3C28,42,text,なんか共通の思い出が多いよね,왠지 공통된 추억이 많네,needs_review,
384,0x00618C53,0x001C3C53,24,text,端末を触ってみる,단말기를만져본다,needs_review,compacted:spaces_removed
385,0x00618C6C,0x001C3C6C,21,text,イオンが来ない,이온이 안 와,needs_review,
386,0x00618C82,0x001C3C82,18,text,キミはだれ？,넌 누구야？,needs_review,
387,0x00618C95,0x001C3C95,18,text,ここはどこ？,여긴어디지？,needs_review,
388,0x00618CA8,0x001C3CA8,15,text,ありがとう,고마워,needs_review,
389,0x00618CB8,0x001C3CB8,18,text,イオンが心配,이온이걱정돼,needs_review,compacted:spaces_removed
390,0x00618CCB,0x001C3CCB,36,text,イオンは見捨てたりしない,이온은 버리지 않아,needs_review,
391,0x00618CF0,0x001C3CF0,39,text,とにかく、このままじゃ困る,어쨌든 이대로는 곤란해,needs_review,
392,0x00618D18,0x001C3D18,27,text,この扉に入りたい！,이문에들어가고싶다,needs_review,compacted:word_abbreviation
393,0x00618D34,0x001C3D34,21,text,そこをなんとか,어떻게든 해봐,needs_review,
394,0x00618D4A,0x001C3D4A,27,text,また壊されたのか？,또 부서진 거야？,needs_review,
395,0x00618D66,0x001C3D66,15,kanji_only,何故……？,왜……？,needs_review,
396,0x00618D76,0x001C3D76,33,text,もっともっと探してみる,더 찾아볼게,needs_review,
397,0x00618D98,0x001C3D98,6,text,戻る,뒤로,needs_review,
398,0x00618D9F,0x001C3D9F,27,text,この結城寧って……,이 유키 네라는……,needs_review,
399,0x00618DBB,0x001C3DBB,42,text,この記憶はイオンが壊したの？,이 기억은 이온이 부순 거야？,needs_review,
400,0x00618DE6,0x001C3DE6,36,text,どうしたの？　言ってみて,왜 그래？ 말해봐,needs_review,
401,0x00618E0B,0x001C3E0B,15,text,どうして？,왜？,needs_review,
402,0x00618E1B,0x001C3E1B,21,text,結城寧って……,유키 네이…,needs_review,
403,0x00618E31,0x001C3E31,33,text,イオンの故郷って地球？,이온의 고향은 지구야？,needs_review,
404,0x00618E53,0x001C3E53,9,text,ごめん,미안,needs_review,
405,0x00618E5D,0x001C3E5D,36,text,逃げたって逃げ切れないよ,도망쳐봤자 끝낼 수 없어,needs_review,
406,0x00618E82,0x001C3E82,33,text,帰る方法を一緒に探そう,돌아갈 방법을 함께 찾자,needs_review,
407,0x00618EA4,0x001C3EA4,15,text,…わかった,…알았어,needs_review,
408,0x00618EB4,0x001C3EB4,42,text,見つかるまでずっと一緒に探す,찾을 때까지 계속 같이 찾을게,needs_review,
409,0x00618EDF,0x001C3EDF,12,text,本気です,진심이다,needs_review,compacted:word_abbreviation
410,0x00618EEC,0x001C3EEC,33,text,傷つけられても先へ進む,상처받아도 나아가겠어,needs_review,
411,0x00618F0E,0x001C3F0E,24,text,じゃあそうしよう,그럼 그렇게 하자,needs_review,
412,0x00618F27,0x001C3F27,45,text,きっとイオンが幸せになれるから,분명 이온이 행복해질 테니까,needs_review,
413,0x00618F55,0x001C3F55,36,text,イオンのこと愛してるから,이온을 사랑하니까,needs_review,
414,0x00618F7A,0x001C3F7A,15,text,なら大丈夫,그럼괜찮아,needs_review,compacted:spaces_removed
415,0x00618F8A,0x001C3F8A,21,text,怖くなってきた,무서워졌어,needs_review,
416,0x00618FA0,0x001C3FA0,18,text,まかせとけ！,맡겨만 둬！,needs_review,
417,0x00618FB3,0x001C3FB3,36,text,レナルルはもう手遅れかも,레나루루는이미늦었을지도,needs_review,
418,0x00618FD8,0x001C3FD8,30,text,シュールな芸術作品だ,초현실적인 예술이군,needs_review,
419,0x00618FF7,0x001C3FF7,21,text,どうかしたの？,무슨 일 있어？,needs_review,
420,0x0061900D,0x001C400D,24,text,みんな苦労してる,다들 고생 중이야,needs_review,
421,0x00619026,0x001C4026,33,text,ネイは頑張ってると思う,네이는 잘하고 있다고 봐,needs_review,
422,0x00619048,0x001C4048,30,text,修復といえばシャール,수복이라면 샤르,needs_review,
423,0x00619067,0x001C4067,36,text,ねりこさんの世界にいたよ,네리코 씨의 세계에 있었어,needs_review,
424,0x0061908C,0x001C408C,39,text,きっとネロが作った守護者だ,분명 네로가 만든 수호자야,needs_review,
425,0x006190B4,0x001C40B4,24,text,すごく大きな胸！,엄청 큰 가슴！,needs_review,
426,0x006190CD,0x001C40CD,27,text,多分、この目が鍵だ,아마 이 눈이 열쇠야,needs_review,
427,0x006190E9,0x001C40E9,36,text,レナルルの記憶を取り戻す,레나루루의기억을되찾는다,needs_review,
428,0x0061910E,0x001C410E,24,text,出口はイグジット,출구는 이그지트,needs_review,
429,0x00619127,0x001C4127,36,text,デルタとネロの会話を見た,델타와 네로의 대화를 봤다,needs_review,
430,0x0061914C,0x001C414C,18,text,潰してやる！,부숴버린다,needs_review,compacted:word_abbreviation
431,0x0061915F,0x001C415F,24,text,怖すぎて無理……,너무 무서워……,needs_review,
432,0x00619178,0x001C4178,33,text,でも、また目が開いてる,하지만 다시 눈을 떴어,needs_review,
433,0x0061919A,0x001C419A,48,text,ここは危険だ。目が開いてるし……,여긴 위험해. 눈도 떠져 있고……,needs_review,
434,0x006191CB,0x001C41CB,18,text,イオン！！！,이온！！！,needs_review,
435,0x006191DE,0x001C41DE,27,text,聞き耳を立ててみる,귀를 기울여 본다,needs_review,
436,0x006191FA,0x001C41FA,15,text,イオン！！,이온！！,needs_review,
